歌手,歌名,关注量,歌曲id,链接
队长,哪里都是你,18.9万,229103825,https://y.qq.com/n/ryqq/songDetail/000DwlYJ09mLoO
队长,楼顶上的小斑鸠,18.9万,309815939,https://y.qq.com/n/ryqq/songDetail/002WT9Ce0muiiF
队长,哪里都是你2.0,18.9万,231979024,https://y.qq.com/n/ryqq/songDetail/004Wt9120LVlNS
队长,Let Go,18.9万,273443543,https://y.qq.com/n/ryqq/songDetail/002D6bru0LMvl1
队长,可能,18.9万,309815932,https://y.qq.com/n/ryqq/songDetail/0007S3gq2yiJhh
队长,夜行,18.9万,231875078,https://y.qq.com/n/ryqq/songDetail/0043WJwI15ssNK
队长,飞到你心里,18.9万,309815931,https://y.qq.com/n/ryqq/songDetail/003hAtf03ic4IX
队长,Let Go 2.0,18.9万,294270825,https://y.qq.com/n/ryqq/songDetail/002GZPpl3J9H7y
队长,明天,18.9万,309815936,https://y.qq.com/n/ryqq/songDetail/0026mnxd1DGQjx
队长,Falling Down,18.9万,256030118,https://y.qq.com/n/ryqq/songDetail/003DZvBE3PIgF7
王源,流星也为你落下来了,426.6万,314421854,https://y.qq.com/n/ryqq/songDetail/0005rvWd0W0weX
王源,在未来,426.6万,333354372,https://y.qq.com/n/ryqq/songDetail/004BbAqP4TeE5T
王源,你的名字是世界瞒着我最大的事情,426.6万,314421865,https://y.qq.com/n/ryqq/songDetail/001AuPNy1DkSZB
王源,穿过寒冬拥抱你,426.6万,335914080,https://y.qq.com/n/ryqq/songDetail/003t7Tq22uLR0L
王源,骄傲,426.6万,211747417,https://y.qq.com/n/ryqq/songDetail/003QMt9F3WhmXS
王源,疯人公园,426.6万,314421852,https://y.qq.com/n/ryqq/songDetail/0015YToP0qqH31
王源,HOME (归),426.6万,314421856,https://y.qq.com/n/ryqq/songDetail/004fBjon1ZmjRC
王源,世界上没有真正的感同身受 (Live),426.6万,231740475,https://y.qq.com/n/ryqq/songDetail/000Aj2LZ2nzdPw
王源,只要有想见的人，就不是孤身一人,426.6万,229049527,https://y.qq.com/n/ryqq/songDetail/002O9vvQ3DkCrj
王源,一些悲伤又美好的事,426.6万,314421862,https://y.qq.com/n/ryqq/songDetail/001vQLpv3Jz89v
戴羽彤,来迟,54.4万,305023607,https://y.qq.com/n/ryqq/songDetail/000qIeQR2e5HTp
戴羽彤,来迟 (DJ名龙版),54.4万,308254531,https://y.qq.com/n/ryqq/songDetail/002d96t33eyiKL
戴羽彤,那个女孩 (女版),54.4万,320010631,https://y.qq.com/n/ryqq/songDetail/000Q6FV62jj8yC
戴羽彤,漠河舞厅,54.4万,334436138,https://y.qq.com/n/ryqq/songDetail/001h4Gdc1gdvPT
戴羽彤,红色高跟鞋,54.4万,262768218,https://y.qq.com/n/ryqq/songDetail/000bXwSp4VFvbL
戴羽彤,别错过 (电子版),54.4万,319616060,https://y.qq.com/n/ryqq/songDetail/000SIYZn1MRDGJ
戴羽彤,最天使 (Live),54.4万,127605771,https://y.qq.com/n/ryqq/songDetail/001xH2ad1o6ih3
戴羽彤,醒不来的梦 (抒情版),54.4万,292015969,https://y.qq.com/n/ryqq/songDetail/001ZFQ9P4OJiyn
戴羽彤,放空 (中英文版),54.4万,318033431,https://y.qq.com/n/ryqq/songDetail/004FYd933V1sc0
戴羽彤,你的约定,54.4万,331485283,https://y.qq.com/n/ryqq/songDetail/002FczDC1WdUA1
Alan Walker (艾兰・沃克),Faded,829.9万,105030812,https://y.qq.com/n/ryqq/songDetail/002NkERn2LNVI4
Alan Walker (艾兰・沃克),All Falls Down,829.9万,205127505,https://y.qq.com/n/ryqq/songDetail/0014ahiq40MFQ5
Alan Walker (艾兰・沃克),Move Your Body (Alan Walker Remix),829.9万,108957328,https://y.qq.com/n/ryqq/songDetail/0044Hrfj24LHOn
Alan Walker (艾兰・沃克),The Spectre,829.9万,203810208,https://y.qq.com/n/ryqq/songDetail/004WYNc84TSHJ6
Alan Walker (艾兰・沃克),Play,829.9万,237243943,https://y.qq.com/n/ryqq/songDetail/002tD7MA2eB1IL
Alan Walker (艾兰・沃克),Sorry,829.9万,294068448,https://y.qq.com/n/ryqq/songDetail/004XCzAm1cpiaJ
Alan Walker (艾兰・沃克),On My Way,829.9万,230253171,https://y.qq.com/n/ryqq/songDetail/000NgBjP4PclJ1
Alan Walker (艾兰・沃克),Ignite,829.9万,213907427,https://y.qq.com/n/ryqq/songDetail/002vbWwe3ZmffT
Alan Walker (艾兰・沃克),Alone,829.9万,109364695,https://y.qq.com/n/ryqq/songDetail/001nHOrr49sHM7
Alan Walker (艾兰・沃克),Hymn For The Weekend (Remix),829.9万,107541252,https://y.qq.com/n/ryqq/songDetail/002X3RjI43O8qj
周传雄,黄昏,207.9万,526713,https://y.qq.com/n/ryqq/songDetail/000Sw6cm1GHNRw
周传雄,青花,207.9万,102204539,https://y.qq.com/n/ryqq/songDetail/002MFDAV3rPFlo
周传雄,冬天的秘密,207.9万,469833,https://y.qq.com/n/ryqq/songDetail/003zWj0S1kDIJA
周传雄,寂寞沙洲冷,207.9万,1334012,https://y.qq.com/n/ryqq/songDetail/003XPmiG3eMglL
周传雄,关不上的窗,207.9万,469831,https://y.qq.com/n/ryqq/songDetail/003ACATV3kb8b0
周传雄,我的心太乱,207.9万,102296996,https://y.qq.com/n/ryqq/songDetail/003JuI6f0q7Ybi
周传雄,经典歌曲串烧：黄昏+我的心太乱+花香+有没有一首歌会让你想起我等,207.9万,127393018,https://y.qq.com/n/ryqq/songDetail/003koBwm01V4oD
周传雄,男人海洋,207.9万,1829499,https://y.qq.com/n/ryqq/songDetail/001CgPZg3O0v4S
周传雄,冬天的秘密 (Live),207.9万,212544067,https://y.qq.com/n/ryqq/songDetail/000YCRGm08191E
周传雄,蓝色土耳其,207.9万,102383399,https://y.qq.com/n/ryqq/songDetail/001kAb3L4GzJWY
A1 TRIP,放空,4.5万,308435624,https://y.qq.com/n/ryqq/songDetail/004ByH6Q4K9jz8
A1 TRIP,Butterfly,4.5万,324418583,https://y.qq.com/n/ryqq/songDetail/001wkuiS2peCQx
A1 TRIP,暗恋,4.5万,319613467,https://y.qq.com/n/ryqq/songDetail/000cDFqO0h1vam
A1 TRIP,Promise Me,4.5万,311196700,https://y.qq.com/n/ryqq/songDetail/000SFjcT4Few3x
A1 TRIP,浪漫小情歌,4.5万,313504713,https://y.qq.com/n/ryqq/songDetail/004YUFhg28baRa
A1 TRIP,拒绝来电(baby call me),4.5万,322370870,https://y.qq.com/n/ryqq/songDetail/001kYrmA1UCMze
A1 TRIP,我想和你在一起,4.5万,330646181,https://y.qq.com/n/ryqq/songDetail/00276Lc74FAgnV
A1 TRIP,别讲抱歉(Sorry),4.5万,318289476,https://y.qq.com/n/ryqq/songDetail/004VLb8A1FU6jx
A1 TRIP,为什么你的电话打不通,4.5万,330649442,https://y.qq.com/n/ryqq/songDetail/003Fh2jw2tvwEw
A1 TRIP,枕头战士,4.5万,330643991,https://y.qq.com/n/ryqq/songDetail/001PeRK11oBQ64
小乐哥,执迷不悟,36.0万,276499661,https://y.qq.com/n/ryqq/songDetail/001z4tFZ2VvIoX
小乐哥,执迷不悟 (DJ版),36.0万,278266520,https://y.qq.com/n/ryqq/songDetail/0038Y2Sl0RUSWi
小乐哥,慢慢,36.0万,280328907,https://y.qq.com/n/ryqq/songDetail/0009Lygz4WyW0o
小乐哥,高攀,36.0万,327321849,https://y.qq.com/n/ryqq/songDetail/003S2CDu2GGOCu
小乐哥,浪漫至死不渝,36.0万,323313080,https://y.qq.com/n/ryqq/songDetail/004MEzHQ1OQOxs
小乐哥,慢慢 (DJ名龙版),36.0万,281575583,https://y.qq.com/n/ryqq/songDetail/002PElcZ2Zkl4i
小乐哥,终于等到这一句,36.0万,297469744,https://y.qq.com/n/ryqq/songDetail/003L239S1ke4jN
小乐哥,高攀 (DJ楠哈哈版),36.0万,327389639,https://y.qq.com/n/ryqq/songDetail/000GmWJa1Tv3hr
小乐哥,兰亭序 (Live),36.0万,127589419,https://y.qq.com/n/ryqq/songDetail/004fDfMm1Y4Gtd
小乐哥,顽疾,36.0万,310804085,https://y.qq.com/n/ryqq/songDetail/002HHZDi449Mzd
刘大壮,自以为 (吉他版),114.7万,328574780,https://y.qq.com/n/ryqq/songDetail/001Holuf2miCji
刘大壮,我很好 (吉他版),114.7万,282309322,https://y.qq.com/n/ryqq/songDetail/0013SucF2Fjjli
刘大壮,一吻天荒 (吉他版),114.7万,271412436,https://y.qq.com/n/ryqq/songDetail/001DW4gK3HXAvk
刘大壮,最,114.7万,290186110,https://y.qq.com/n/ryqq/songDetail/000JU6Lv0igKGP
刘大壮,信仰,114.7万,269832706,https://y.qq.com/n/ryqq/songDetail/003ytFCS1KR7Je
刘大壮,三号线 (吉他版),114.7万,285804076,https://y.qq.com/n/ryqq/songDetail/001n1NJa3TuHMX
刘大壮,可惜不可惜 (吉他版),114.7万,320131659,https://y.qq.com/n/ryqq/songDetail/004YedXT4bPlxH
刘大壮,我不是你的宋冬野,114.7万,255304085,https://y.qq.com/n/ryqq/songDetail/000SLaBp1bnaro
刘大壮,假装 (吉他版),114.7万,312659841,https://y.qq.com/n/ryqq/songDetail/003YxlIE23t3SJ
刘大壮,吉他初恋,114.7万,308351242,https://y.qq.com/n/ryqq/songDetail/000LTMOO1mNBir
Uu (刘梦妤),气象站台,81.3万,297657207,https://y.qq.com/n/ryqq/songDetail/000JumH938huIb
Uu (刘梦妤),那女孩对我说,81.3万,233583097,https://y.qq.com/n/ryqq/songDetail/001LokF20Yw4xD
Uu (刘梦妤),夏天的风,81.3万,258244510,https://y.qq.com/n/ryqq/songDetail/0020HNvU4GxTZN
Uu (刘梦妤),慢慢,81.3万,275136960,https://y.qq.com/n/ryqq/songDetail/000ZFIAd2F2LjE
Uu (刘梦妤),全名,81.3万,320763896,https://y.qq.com/n/ryqq/songDetail/002pGbdr3Yg6kg
Uu (刘梦妤),小城小爱,81.3万,314585593,https://y.qq.com/n/ryqq/songDetail/000OesCR0rh2u1
Uu (刘梦妤),迁徙,81.3万,330646041,https://y.qq.com/n/ryqq/songDetail/000mu49j3JTbNM
Uu (刘梦妤),那些年,81.3万,270000761,https://y.qq.com/n/ryqq/songDetail/002kdqnF42Gc2F
Uu (刘梦妤),那男孩还好吗,81.3万,244499239,https://y.qq.com/n/ryqq/songDetail/002COmzJ0SPZMl
Uu (刘梦妤),自卑感,81.3万,236224437,https://y.qq.com/n/ryqq/songDetail/001X6tNH48Qz2U
张学友,吻别,684.8万,105648715,https://y.qq.com/n/ryqq/songDetail/004RDW5Q2ol2jj
张学友,只想一生跟你走,684.8万,8129165,https://y.qq.com/n/ryqq/songDetail/0033oxAn0LGrQy
张学友,如果这都不算爱,684.8万,4900010,https://y.qq.com/n/ryqq/songDetail/001vkidL3kKTDX
张学友,一千个伤心的理由,684.8万,543977,https://y.qq.com/n/ryqq/songDetail/003QCk2S3o6gEC
张学友,遥远的她 (粤语),684.8万,102358168,https://y.qq.com/n/ryqq/songDetail/000XlAS21gz2tF
张学友,饿狼传说,684.8万,1829645,https://y.qq.com/n/ryqq/songDetail/0034WmtS2fqghR
张学友,慢慢,684.8万,1250002,https://y.qq.com/n/ryqq/songDetail/0015H75B1NvYzl
张学友,等你等到我心痛,684.8万,7234573,https://y.qq.com/n/ryqq/songDetail/004W0XY80g2dbp
张学友,相思风雨中,684.8万,164395,https://y.qq.com/n/ryqq/songDetail/003uxEks3pwy4H
张学友,旧情绵绵,684.8万,1249734,https://y.qq.com/n/ryqq/songDetail/002yLJaA20Qe6L
BLACKPINK,How You Like That,598.3万,269560516,https://y.qq.com/n/ryqq/songDetail/0026GG814HkHcw
BLACKPINK,Lovesick Girls,598.3万,278793856,https://y.qq.com/n/ryqq/songDetail/001UhgdW1aLjAl
BLACKPINK,Kill This Love,598.3万,230972660,https://y.qq.com/n/ryqq/songDetail/003H6Wrn18Jvwk
BLACKPINK,DDU-DU DDU-DU (Korean Ver.),598.3万,214118497,https://y.qq.com/n/ryqq/songDetail/000XNcaR17vzPm
BLACKPINK,WHISTLE (口哨),598.3万,107910518,https://y.qq.com/n/ryqq/songDetail/001KrvAS1Zjk93
BLACKPINK,AS IF IT'S YOUR LAST (像最后一样),598.3万,202831830,https://y.qq.com/n/ryqq/songDetail/003Dkr5N2Ue0q4
BLACKPINK,Pretty Savage,598.3万,278793854,https://y.qq.com/n/ryqq/songDetail/004S8WeW0hEZv1
BLACKPINK,BOOMBAYAH (???),598.3万,107910519,https://y.qq.com/n/ryqq/songDetail/0009pjYS4CZIjX
BLACKPINK,Don't Know What To Do,598.3万,230973317,https://y.qq.com/n/ryqq/songDetail/003wsuRu4PdcNJ
BLACKPINK,Ice Cream (with Selena Gomez),598.3万,273608673,https://y.qq.com/n/ryqq/songDetail/001Eb3hp2sm095
张碧晨,只要平凡,347.0万,214172912,https://y.qq.com/n/ryqq/songDetail/003HHPxJ4638xA
张碧晨,光的方向,347.0万,304010757,https://y.qq.com/n/ryqq/songDetail/0038ujdO1c3KdA
张碧晨,如故,347.0万,320651615,https://y.qq.com/n/ryqq/songDetail/000RscgG2i34pY
张碧晨,年轮,347.0万,102677326,https://y.qq.com/n/ryqq/songDetail/001q62Bb1xCTx7
张碧晨,镌刻,347.0万,331914192,https://y.qq.com/n/ryqq/songDetail/002KewCI0QMpl2
张碧晨,凉凉,347.0万,200380820,https://y.qq.com/n/ryqq/songDetail/001Nl0W80sBSwJ
张碧晨,光的方向 (Live),347.0万,327967409,https://y.qq.com/n/ryqq/songDetail/001cTGNL1D6emT
张碧晨,不要忘记我爱你,347.0万,102657429,https://y.qq.com/n/ryqq/songDetail/000WBOXF0UMPjy
张碧晨,星空剪影 (Live),347.0万,304863178,https://y.qq.com/n/ryqq/songDetail/003DtVii0qfOjO
张碧晨,开往早晨的午夜,347.0万,200222056,https://y.qq.com/n/ryqq/songDetail/002I7Aoh32pQPK
李克勤,月半小夜曲,98.6万,1431046,https://y.qq.com/n/ryqq/songDetail/001cdurD2fY83O
李克勤,秒针,98.6万,326054081,https://y.qq.com/n/ryqq/songDetail/0024w35126otxT
李克勤,护花使者,98.6万,1829536,https://y.qq.com/n/ryqq/songDetail/004Z9p1Q45uuCl
李克勤,红日 (粤语),98.6万,1829615,https://y.qq.com/n/ryqq/songDetail/001qy18T16r5ZO
李克勤,一生不变,98.6万,1448809,https://y.qq.com/n/ryqq/songDetail/002UJ6H83O21Gy
李克勤,一生中最爱 (Live),98.6万,330646129,https://y.qq.com/n/ryqq/songDetail/000AJUrO1jU6Ca
李克勤,天下有情人 (Live),98.6万,249426620,https://y.qq.com/n/ryqq/songDetail/003WVNUZ1Ap2Zg
李克勤,爱你不需要理由,98.6万,10697,https://y.qq.com/n/ryqq/songDetail/000TBgY52OwYqf
李克勤,最爱 (Live),98.6万,209405262,https://y.qq.com/n/ryqq/songDetail/0002vGVA1Y24MM
李克勤,傻女 (Live),98.6万,1821779,https://y.qq.com/n/ryqq/songDetail/000TnrSP083upJ
刘至佳,危险派对,37.0万,324803060,https://y.qq.com/n/ryqq/songDetail/004R7qfh1ALctJ
刘至佳,时光背面的我,37.0万,316051220,https://y.qq.com/n/ryqq/songDetail/003u53bt2rZEA1
刘至佳,摩登爱情 (女版),37.0万,323171650,https://y.qq.com/n/ryqq/songDetail/001LP3Di1r8l6x
刘至佳,摩登爱情 (DJ阿卓版),37.0万,329000215,https://y.qq.com/n/ryqq/songDetail/004Xp0q64MHxf1
刘至佳,你的眼睛像星星 (女版),37.0万,312370030,https://y.qq.com/n/ryqq/songDetail/000wjWP91EHfGl
刘至佳,你的眼睛像星星 (DJ阿卓版),37.0万,313287364,https://y.qq.com/n/ryqq/songDetail/002mzPab19tqsR
刘至佳,说爱你,37.0万,224928243,https://y.qq.com/n/ryqq/songDetail/0022fsjW39a0zG
刘至佳,夏天,37.0万,237274226,https://y.qq.com/n/ryqq/songDetail/003ThN0Y2iVDPZ
刘至佳,平行恋人 (女版),37.0万,278364095,https://y.qq.com/n/ryqq/songDetail/001FB9NT4DLYvu
刘至佳,月牙湾,37.0万,228379803,https://y.qq.com/n/ryqq/songDetail/002pX7tP0EkCtr
白小白,我爱你不问归期,145.7万,258222697,https://y.qq.com/n/ryqq/songDetail/0015LkaZ20fy1P
白小白,爱不得忘不舍,145.7万,249824832,https://y.qq.com/n/ryqq/songDetail/003xwWKv0g5q1a
白小白,我们终究是错过,145.7万,214746560,https://y.qq.com/n/ryqq/songDetail/004FGIwg2Fzt9u
白小白,我爱你不问归期（合唱版）,145.7万,333173566,https://y.qq.com/n/ryqq/songDetail/002Taa681cH4i6
白小白,最美情侣,145.7万,201623252,https://y.qq.com/n/ryqq/songDetail/000xwNRW1eTO19
白小白,爱不得忘不舍 (DJ版),145.7万,249885163,https://y.qq.com/n/ryqq/songDetail/001QdSdF1l2R3D
白小白,最后我们没在一起,145.7万,213034544,https://y.qq.com/n/ryqq/songDetail/003GkuJW0vWdti
白小白,最后我们没在一起 (DJ伟伟Mix),145.7万,213071260,https://y.qq.com/n/ryqq/songDetail/003eD5H04PvLoo
白小白,爱不得忘不舍 (DJ加速版),145.7万,305465296,https://y.qq.com/n/ryqq/songDetail/002O9Pkk2mOJzQ
白小白,最美婚礼,145.7万,213773154,https://y.qq.com/n/ryqq/songDetail/0037TP0W3d8ANf
EXO (??),??? ?? (Been Through) (顺其自然),583.3万,212657304,https://y.qq.com/n/ryqq/songDetail/003ugx653jE2Xl
EXO (??),Love Shot,583.3万,225042058,https://y.qq.com/n/ryqq/songDetail/0023HEeH3xzJC3
EXO (??),十二月的奇迹 (Miracles in December),583.3万,5100590,https://y.qq.com/n/ryqq/songDetail/000tyWZD16SFVG
EXO (??),咆哮(Growl) (Chinese Ver.),583.3万,4986317,https://y.qq.com/n/ryqq/songDetail/000iCbza0g51tb
EXO (??),初雪,583.3万,5102851,https://y.qq.com/n/ryqq/songDetail/003F7B9o0C7CRM
EXO (??),???(Growl) (咆哮),583.3万,4986566,https://y.qq.com/n/ryqq/songDetail/004RqVqI3KwfBY
EXO (??),?? (前夜) (The Eve),583.3万,203281736,https://y.qq.com/n/ryqq/songDetail/004Hk1Nn1k8kCi
EXO (??),Baby, Don't Cry (Chinese Ver.),https://y.qq.com/n/ryqq/songDetail/001tJaEo1HLoqy,583.3万
EXO (??),Ko Ko Bop (叩叩趴),583.3万,203281737,https://y.qq.com/n/ryqq/songDetail/004A5WHv39FMYi
EXO (??),蝴蝶少女 (Don't go),583.3万,5068373,https://y.qq.com/n/ryqq/songDetail/000WM2uH3w62uf
张韶涵,破茧,425.0万,265649028,https://y.qq.com/n/ryqq/songDetail/001Y7zXa1p0ryF
张韶涵,淋雨一直走,425.0万,4830917,https://y.qq.com/n/ryqq/songDetail/000jgeta4Havfd
张韶涵,阿刁 (Live),425.0万,212892375,https://y.qq.com/n/ryqq/songDetail/001KxARP2Ij3hH
张韶涵,欧若拉,425.0万,102366335,https://y.qq.com/n/ryqq/songDetail/001t1qJd0DaKOs
张韶涵,亲爱的，那不是爱情,425.0万,414596,https://y.qq.com/n/ryqq/songDetail/001zZDxD3AR3pL
张韶涵,快乐崇拜,425.0万,102366341,https://y.qq.com/n/ryqq/songDetail/0022FXVL1BgCdO
张韶涵,隐形的翅膀,425.0万,100378,https://y.qq.com/n/ryqq/songDetail/004ZX0AQ49Bc8Y
张韶涵,有形的翅膀,425.0万,7112718,https://y.qq.com/n/ryqq/songDetail/000Vb13F0Pf2Y5
张韶涵,如果的事,425.0万,95410,https://y.qq.com/n/ryqq/songDetail/0040ZKt52jxJ6Y
张韶涵,黎明前的黑暗 (Live),425.0万,254357327,https://y.qq.com/n/ryqq/songDetail/003kT6Nu080HGU
张靓颖,女儿国,415.4万,212046553,https://y.qq.com/n/ryqq/songDetail/003YYX4K3gTZBT
张靓颖,我的梦,415.4万,105044366,https://y.qq.com/n/ryqq/songDetail/003FIqDQ0xyaGF
张靓颖,一生一次心一动,415.4万,331914611,https://y.qq.com/n/ryqq/songDetail/0030GNzn2XQXpg
张靓颖,如果这就是爱情,415.4万,770724,https://y.qq.com/n/ryqq/songDetail/002vghem1otEWQ
张靓颖,画心,415.4万,441134,https://y.qq.com/n/ryqq/songDetail/0045cdSn27l6YM
张靓颖,我们说好的,415.4万,402497,https://y.qq.com/n/ryqq/songDetail/000IS4iG07Wwhr
张靓颖,如果爱下去,415.4万,178681,https://y.qq.com/n/ryqq/songDetail/002E9hkT4P5J3n
张靓颖,终于等到你,415.4万,5026333,https://y.qq.com/n/ryqq/songDetail/003dIT9t46SLw8
张靓颖,燕归巢,415.4万,102174397,https://y.qq.com/n/ryqq/songDetail/000MbcLT3Rrxqi
张靓颖,雨蝶 (Live),415.4万,213374392,https://y.qq.com/n/ryqq/songDetail/002yMPiX3tRqyL
大籽,白月光与朱砂痣,59.4万,291911135,https://y.qq.com/n/ryqq/songDetail/002iqQ4I1wyB7L
大籽,放空,59.4万,308435624,https://y.qq.com/n/ryqq/songDetail/004ByH6Q4K9jz8
大籽,白月光与朱砂痣 (DJ小鱼儿版),59.4万,294270581,https://y.qq.com/n/ryqq/songDetail/004AOacG1ZQCuV
大籽,倒计时,59.4万,331732670,https://y.qq.com/n/ryqq/songDetail/0035lF7v4HktWN
大籽,花与马,59.4万,296149534,https://y.qq.com/n/ryqq/songDetail/004eCA9l2eQt2S
大籽,不可抗力,59.4万,221416496,https://y.qq.com/n/ryqq/songDetail/000LIpwz1g6MlJ
大籽,行星,59.4万,275207828,https://y.qq.com/n/ryqq/songDetail/0033oGAc2jd4xD
大籽,都市丽人生存报告,59.4万,251313640,https://y.qq.com/n/ryqq/songDetail/000Pi2Sd3m2M7O
大籽,花与马 (DJ版),59.4万,296556395,https://y.qq.com/n/ryqq/songDetail/002q72uv0xnmgb
大籽,白月光与朱砂痣 (Remix),59.4万,293337265,https://y.qq.com/n/ryqq/songDetail/003nPWIY3txWIA
杜宣达,指纹,4.2万,331264584,https://y.qq.com/n/ryqq/songDetail/000HTbQv2OHqYi
杜宣达,原来我从未忘记你,4.2万,326982560,https://y.qq.com/n/ryqq/songDetail/002wQvYs18lq9l
杜宣达,我不配,4.2万,293994348,https://y.qq.com/n/ryqq/songDetail/000uC9tn4T1LQ0
杜宣达,花海,4.2万,278476331,https://y.qq.com/n/ryqq/songDetail/003wkkwR1pQmmI
杜宣达,像鱼,4.2万,127546882,https://y.qq.com/n/ryqq/songDetail/002RxJ0O3YcMy6
杜宣达,即兴,4.2万,127546883,https://y.qq.com/n/ryqq/songDetail/002t5DDR3WVFhv
杜宣达,坠落星空【治愈吉他版】,4.2万,264347190,https://y.qq.com/n/ryqq/songDetail/001bMKqH3FM7Eo
杜宣达,我爱她【治愈吉他版】,4.2万,264347270,https://y.qq.com/n/ryqq/songDetail/000YAkTe3RFM5K
杜宣达,爱你没错,4.2万,328051405,https://y.qq.com/n/ryqq/songDetail/0014G1tU4aJ2Lb
杜宣达,空白格,4.2万,264347062,https://y.qq.com/n/ryqq/songDetail/002VQMbR1WMQDO
虎二,窗,65.4万,311880134,https://y.qq.com/n/ryqq/songDetail/003h4Nqn3RENQ4
虎二,你应该很快乐,65.4万,127233942,https://y.qq.com/n/ryqq/songDetail/003H9bZy1KGYH0
虎二,你一定要幸福,65.4万,219125693,https://y.qq.com/n/ryqq/songDetail/001gPpBl27Wcnw
虎二,等不到,65.4万,232544578,https://y.qq.com/n/ryqq/songDetail/002KGdP81XSmVP
虎二,离开我你快乐吗,65.4万,222992981,https://y.qq.com/n/ryqq/songDetail/004FDOIt2kTKjX
虎二,一百万个可能,65.4万,217181700,https://y.qq.com/n/ryqq/songDetail/004dbfuf1jEjpI
虎二,一个人决定,65.4万,229109645,https://y.qq.com/n/ryqq/songDetail/001dOlLd1jxVKK
虎二,不仅仅是喜欢,65.4万,120001066,https://y.qq.com/n/ryqq/songDetail/0037gokD1AHk0J
虎二,过去了,65.4万,247504957,https://y.qq.com/n/ryqq/songDetail/003QUepS4Pet06
虎二,尘土,65.4万,215954972,https://y.qq.com/n/ryqq/songDetail/000unfmN0Ke5AC
房东的猫,New Boy ,147.5万,318200470,https://y.qq.com/n/ryqq/songDetail/003UTVCN0QvffG
房东的猫,云烟成雨,147.5万,204586755,https://y.qq.com/n/ryqq/songDetail/001yYM0I30CzdP
房东的猫,是对爱的渴望,147.5万,333736865,https://y.qq.com/n/ryqq/songDetail/002u5gMr3Lak6j
房东的猫,我可以,147.5万,244627419,https://y.qq.com/n/ryqq/songDetail/0039o8U140hL15
房东的猫,下一站，茶山刘,147.5万,202883260,https://y.qq.com/n/ryqq/songDetail/000gYjUp2aHqed
房东的猫,斑马斑马 (翻唱),147.5万,246019413,https://y.qq.com/n/ryqq/songDetail/003NfW9d3lhFUE
房东的猫,rainy night/雨夜 (Ft. 房东的猫),147.5万,319785095,https://y.qq.com/n/ryqq/songDetail/002bOExX3qddJh
房东的猫,我是任何野蛮生长的事物,147.5万,287173908,https://y.qq.com/n/ryqq/songDetail/003fyuuV0TD8v5
房东的猫,蝴蝶之夏,147.5万,224988376,https://y.qq.com/n/ryqq/songDetail/001q3yaN0SVDTP
房东的猫,时光，一如既往,147.5万,299626667,https://y.qq.com/n/ryqq/songDetail/002j31BN4azXch
曲肖冰,静悄悄 (Remix),91.6万,318459263,https://y.qq.com/n/ryqq/songDetail/001EJzGW3zc33t
曲肖冰,厚颜无耻,91.6万,236683792,https://y.qq.com/n/ryqq/songDetail/000LZSEr3kTRFk
曲肖冰,反复催眠,91.6万,331353237,https://y.qq.com/n/ryqq/songDetail/000J34ln3dDPXB
曲肖冰,当真,91.6万,215951234,https://y.qq.com/n/ryqq/songDetail/000mYvlv2HvIg5
曲肖冰,走马,91.6万,200503437,https://y.qq.com/n/ryqq/songDetail/002Ee2W21JAfYl
曲肖冰,静悄悄,91.6万,218109539,https://y.qq.com/n/ryqq/songDetail/000WyUF03DywGy
曲肖冰,太阳 (正式版),91.6万,239132884,https://y.qq.com/n/ryqq/songDetail/0033upXO0xmskX
曲肖冰,天亮以前说再见,91.6万,226739530,https://y.qq.com/n/ryqq/songDetail/000toHZo1K8Bec
曲肖冰,清空,91.6万,300575025,https://y.qq.com/n/ryqq/songDetail/004dQefs1nDE3n
曲肖冰,离人愁,91.6万,213465893,https://y.qq.com/n/ryqq/songDetail/000BqKaL17enVh
黄霄,星辰大海,68.6万,293695482,https://y.qq.com/n/ryqq/songDetail/002LNOds0rYvpK
