歌手,歌名,关注量,歌曲id,链接
黄霄,幻想,68.6万,324754450,https://y.qq.com/n/ryqq/songDetail/003mtpTf0Yj6Bi
黄霄,《星辰大海》建党百年主题音乐,68.6万,313478658,https://y.qq.com/n/ryqq/songDetail/0039g7yk0Yemhd
黄霄,带我去很远地方,68.6万,319352928,https://y.qq.com/n/ryqq/songDetail/003B5XyG05zbQ5
黄霄,Wish You Were Here,68.6万,321148609,https://y.qq.com/n/ryqq/songDetail/00216HFs2JHZua
黄霄,Sad Sometimes,68.6万,238405865,https://y.qq.com/n/ryqq/songDetail/004btiGP3lBOt9
黄霄,平行线 (Wish You Were Here),68.6万,317833123,https://y.qq.com/n/ryqq/songDetail/004VQ5jq3KCth4
黄霄,左手指月 (Live),68.6万,225712637,https://y.qq.com/n/ryqq/songDetail/003eD4ak3oCYxz
黄霄,梦返,68.6万,312801134,https://y.qq.com/n/ryqq/songDetail/002uJsik1HQOYw
黄霄,左手指月 (纯享版),68.6万,227324427,https://y.qq.com/n/ryqq/songDetail/0025hxa92dbW2R
Taylor Swift (泰勒・斯威夫特),Love Story,1000.8万,639141,https://y.qq.com/n/ryqq/songDetail/004GK4aP4TGbbG
Taylor Swift (泰勒・斯威夫特),Cruel Summer,1000.8万,235175529,https://y.qq.com/n/ryqq/songDetail/0013TCdl37SVzP
Taylor Swift (泰勒・斯威夫特),Blank Space,1000.8万,9109354,https://y.qq.com/n/ryqq/songDetail/003VHaBb0wCHop
Taylor Swift (泰勒・斯威夫特),Lover,1000.8万,235175530,https://y.qq.com/n/ryqq/songDetail/004DHn5044x7Oy
Taylor Swift (泰勒・斯威夫特),Welcome To New York,1000.8万,9109353,https://y.qq.com/n/ryqq/songDetail/002WCV372JMZJw
Taylor Swift (泰勒・斯威夫特),I Knew You Were Trouble,1000.8万,2480405,https://y.qq.com/n/ryqq/songDetail/002UQcup2VNwVV
Taylor Swift (泰勒・斯威夫特),Look What You Made Me Do,1000.8万,203691607,https://y.qq.com/n/ryqq/songDetail/003hvIkL1QiILk
Taylor Swift (泰勒・斯威夫特),exile,1000.8万,273139295,https://y.qq.com/n/ryqq/songDetail/001Au6Iw15kRp6
Taylor Swift (泰勒・斯威夫特),Wildest Dreams,1000.8万,9109361,https://y.qq.com/n/ryqq/songDetail/001546Nv3cy1er
Taylor Swift (泰勒・斯威夫特),Love Story(Taylor’s Version),1000.8万,323156384,https://y.qq.com/n/ryqq/songDetail/003NtRLm0KTp7h
郭顶,我们俩,64.9万,105413206,https://y.qq.com/n/ryqq/songDetail/003MASv802hpJ7
郭顶,水星记,64.9万,109291468,https://y.qq.com/n/ryqq/songDetail/00485V8K4InqbZ
郭顶,保留,64.9万,109360107,https://y.qq.com/n/ryqq/songDetail/003kC9Vx0LrGdd
郭顶,凄美地,64.9万,108955211,https://y.qq.com/n/ryqq/songDetail/00057jkW1DsOrQ
郭顶,想着你,64.9万,109360104,https://y.qq.com/n/ryqq/songDetail/00331ISN37M4v7
郭顶,情歌两三首,64.9万,100483195,https://y.qq.com/n/ryqq/songDetail/001r6qND1nodZO
郭顶,每个眼神都只身荒野,64.9万,109360108,https://y.qq.com/n/ryqq/songDetail/000EAF9r3nGEdX
郭顶,不是说好的吗,64.9万,149162,https://y.qq.com/n/ryqq/songDetail/000QhLdB2q1Io1
郭顶,幸运大门,64.9万,624389,https://y.qq.com/n/ryqq/songDetail/001ETakU3sX1gP
郭顶,在云端,64.9万,109360106,https://y.qq.com/n/ryqq/songDetail/003YmEOh1Q1HI2
孙燕姿,遇见,354.2万,8145,https://y.qq.com/n/ryqq/songDetail/001xJbdb2MBaaz
孙燕姿,开始懂了,354.2万,5646,https://y.qq.com/n/ryqq/songDetail/003PSWcB4EDl6P
孙燕姿,我怀念的,354.2万,5211338,https://y.qq.com/n/ryqq/songDetail/000BO3xy4fd8BJ
孙燕姿,天黑黑,354.2万,5211222,https://y.qq.com/n/ryqq/songDetail/000CbUE00I998M
孙燕姿,逆光,354.2万,5211334,https://y.qq.com/n/ryqq/songDetail/000vEqEm3Jy8Ot
孙燕姿,绿光,354.2万,100893994,https://y.qq.com/n/ryqq/songDetail/000WugRh2zj35y
孙燕姿,温柔 #MaydayBlue20th,354.2万,248641051,https://y.qq.com/n/ryqq/songDetail/000qzndv3RJUjM
孙燕姿,我不难过,354.2万,331464283,https://y.qq.com/n/ryqq/songDetail/003338nA3F9FWl
孙燕姿,第一天,354.2万,100893886,https://y.qq.com/n/ryqq/songDetail/00282pxp009eOa
孙燕姿,世界终结前一天,354.2万,335294658,https://y.qq.com/n/ryqq/songDetail/004GVXhr2kGrkb
金志文,自娱自乐,188.7万,321583991,https://y.qq.com/n/ryqq/songDetail/001DdpQA0ZzQCH
金志文,远走高飞 (独唱版),188.7万,201949026,https://y.qq.com/n/ryqq/songDetail/0027zPYs3A9fyb
金志文,难以启齿的柔弱,188.7万,462620,https://y.qq.com/n/ryqq/songDetail/002kROg53HRjXc
金志文,太傻 (Live),188.7万,108883944,https://y.qq.com/n/ryqq/songDetail/000OIGu03YtdZj
金志文,远走高飞 (合唱版),188.7万,202044507,https://y.qq.com/n/ryqq/songDetail/001MVT301EZOQr
金志文,夏洛特烦恼,188.7万,104338750,https://y.qq.com/n/ryqq/songDetail/0003lSMc4KXPxX
金志文,肩上蝶,188.7万,4830999,https://y.qq.com/n/ryqq/songDetail/001qULbd2IPmXQ
金志文,千年,188.7万,212877966,https://y.qq.com/n/ryqq/songDetail/0010hBPF4TtDbz
金志文,流着泪说分手,188.7万,462622,https://y.qq.com/n/ryqq/songDetail/001aNWZH3H5C08
金志文,自娱自乐 (Remix),188.7万,326334023,https://y.qq.com/n/ryqq/songDetail/0040qoZ83zxY1l
张信哲,爱如潮水,254.7万,105876234,https://y.qq.com/n/ryqq/songDetail/001oEME64eXNbp
张信哲,爱就一个字,254.7万,6404955,https://y.qq.com/n/ryqq/songDetail/004MVmia0q98lZ
张信哲,别怕我伤心,254.7万,5160887,https://y.qq.com/n/ryqq/songDetail/000z6RLz2OWlRY
张信哲,过火,254.7万,7269,https://y.qq.com/n/ryqq/songDetail/002bongo1BDtKz
张信哲,信仰,254.7万,15441,https://y.qq.com/n/ryqq/songDetail/001SE3Nh3ZMQCD
张信哲,爱你没错,254.7万,102059449,https://y.qq.com/n/ryqq/songDetail/000IypSk4MT4KG
张信哲,信仰,254.7万,227796537,https://y.qq.com/n/ryqq/songDetail/004AyQh208XBth
张信哲,从开始到现在,254.7万,1505459,https://y.qq.com/n/ryqq/songDetail/001eVDr11LqEeU
张信哲,有一点动心,254.7万,5160895,https://y.qq.com/n/ryqq/songDetail/000xFG441g9WWP
张信哲,太想爱你,254.7万,230170,https://y.qq.com/n/ryqq/songDetail/004S4CHp4UcoKO
林宥嘉,说谎,280.6万,638596,https://y.qq.com/n/ryqq/songDetail/000W95Fk3lAVxV
林宥嘉,残酷月光,280.6万,102296994,https://y.qq.com/n/ryqq/songDetail/002FeoGW3Y832q
林宥嘉,想自由,280.6万,7122835,https://y.qq.com/n/ryqq/songDetail/0008y2Nk0IEH0p
林宥嘉,成全,280.6万,213973896,https://y.qq.com/n/ryqq/songDetail/001mGEoQ0iQrz1
林宥嘉,兜圈,280.6万,104926344,https://y.qq.com/n/ryqq/songDetail/001UbzjR3aioul
林宥嘉,浪费,280.6万,4830759,https://y.qq.com/n/ryqq/songDetail/000SU3OH3Nu5hx
林宥嘉,金曲串烧：说谎+残酷月光+浪费+全世界谁倾听你等,280.6万,127393015,https://y.qq.com/n/ryqq/songDetail/003Rzv8e2gmxbm
林宥嘉,你是我的眼,280.6万,777178,https://y.qq.com/n/ryqq/songDetail/002HwV7r2zx50j
林宥嘉,致姗姗来迟的你,280.6万,108749881,https://y.qq.com/n/ryqq/songDetail/003Iq94Q0SnePV
林宥嘉,我爱的人,280.6万,7124836,https://y.qq.com/n/ryqq/songDetail/002PBpfw3DWK8e
Imagine Dragons (梦龙),ENEMY (宿敌),163.7万,330642021,https://y.qq.com/n/ryqq/songDetail/000PrVH61RayLn
Imagine Dragons (梦龙),Enemy,163.7万,331813547,https://y.qq.com/n/ryqq/songDetail/001NQbkk0UekFI
Imagine Dragons (梦龙),Shots (Broiler Remix),163.7万,102387639,https://y.qq.com/n/ryqq/songDetail/001Ue5983QvMUm
Imagine Dragons (梦龙),Believer,163.7万,227167821,https://y.qq.com/n/ryqq/songDetail/0041Jedy2YybNI
Imagine Dragons (梦龙),Demons,163.7万,1149425,https://y.qq.com/n/ryqq/songDetail/000XIqSK0YYIiL
Imagine Dragons (梦龙),Natural,163.7万,214735663,https://y.qq.com/n/ryqq/songDetail/0041LIv52fRAvF
Imagine Dragons (梦龙),Believer,163.7万,202210558,https://y.qq.com/n/ryqq/songDetail/003uk0GY3wjLw8
Imagine Dragons (梦龙),Radioactive,163.7万,1149424,https://y.qq.com/n/ryqq/songDetail/004W48Vn3R3mly
Imagine Dragons (梦龙),Warriors,163.7万,203514080,https://y.qq.com/n/ryqq/songDetail/003SdGZm3fqsUa
Imagine Dragons (梦龙),Whatever It Takes,163.7万,202210260,https://y.qq.com/n/ryqq/songDetail/00318kzZ38BaJ4
蔡健雅,红色高跟鞋,149.4万,624649,https://y.qq.com/n/ryqq/songDetail/003IGhQO0JdnuC
蔡健雅,LETTING GO,149.4万,1030353,https://y.qq.com/n/ryqq/songDetail/004aJoYT3ia7al
蔡健雅,思念是一种病,149.4万,103697658,https://y.qq.com/n/ryqq/songDetail/003ilXfl3EWxcV
蔡健雅,越来越不懂,149.4万,102191338,https://y.qq.com/n/ryqq/songDetail/0037OKVx2ybIUT
蔡健雅,Beautiful Love,149.4万,145324,https://y.qq.com/n/ryqq/songDetail/004fQTu016b9W4
蔡健雅,被驯服的象,149.4万,5020469,https://y.qq.com/n/ryqq/songDetail/004AUBNe2ayqrK
蔡健雅,紫 (片中版),149.4万,203241465,https://y.qq.com/n/ryqq/songDetail/001g2wIy33mRtt
蔡健雅,空白格,149.4万,102193376,https://y.qq.com/n/ryqq/songDetail/003vlwdT0f5NFw
蔡健雅,越来越不懂,149.4万,408050,https://y.qq.com/n/ryqq/songDetail/001naIrr2wx0d0
蔡健雅,别找我麻烦,149.4万,1030808,https://y.qq.com/n/ryqq/songDetail/004KYudz0nNX8S
来一碗老于,解药 (新版),52.6万,317956947,https://y.qq.com/n/ryqq/songDetail/0037YjOm4c23EL
来一碗老于,云水谣 (新版),52.6万,322359298,https://y.qq.com/n/ryqq/songDetail/002syzQf1ayiiD
来一碗老于,云水谣,52.6万,127598219,https://y.qq.com/n/ryqq/songDetail/001LiuCL309VKM
来一碗老于,关于你我还没想好,52.6万,292932850,https://y.qq.com/n/ryqq/songDetail/000cQ0Jg4fnuYb
来一碗老于,解药,52.6万,127619282,https://y.qq.com/n/ryqq/songDetail/000Ez4qH3BLZmT
来一碗老于,谪仙 (老于版),52.6万,319806592,https://y.qq.com/n/ryqq/songDetail/002Q4hz93OJF1y
来一碗老于,春泥 (Demo),52.6万,322287316,https://y.qq.com/n/ryqq/songDetail/001lsJDr4QWE8m
来一碗老于,桃花诺,52.6万,127610140,https://y.qq.com/n/ryqq/songDetail/0046EM9B3xb2kD
来一碗老于,春庭雪 (Demo),52.6万,325106497,https://y.qq.com/n/ryqq/songDetail/000dRqPH2QMzyB
来一碗老于,一吻天荒 (Live),52.6万,127628284,https://y.qq.com/n/ryqq/songDetail/0006rq1B1KWbuN
BIGBANG (??),IF YOU,1357.3万,102793935,https://y.qq.com/n/ryqq/songDetail/000GDzSZ0yAEB9
BIGBANG (??),Haru Haru (一天一天),1357.3万,7086704,https://y.qq.com/n/ryqq/songDetail/001S0qKq0Vrdw4
BIGBANG (??),Lies (谎言),1357.3万,7094913,https://y.qq.com/n/ryqq/songDetail/004PBghD2IVci7
BIGBANG (??),Let's not fall in love (?? ???? ???),1357.3万,102954020,https://y.qq.com/n/ryqq/songDetail/0015STaX0b1FBE
BIGBANG (??),Blue,1357.3万,1148636,https://y.qq.com/n/ryqq/songDetail/000tp7LK0ebcZv
BIGBANG (??),Fantastic Baby,1357.3万,1166273,https://y.qq.com/n/ryqq/songDetail/0016j8j527uqHq
BIGBANG (??),LOSER (失败者),1357.3万,102376507,https://y.qq.com/n/ryqq/songDetail/002HuRZ4120Ght
BIGBANG (??),BANG BANG BANG (???),1357.3万,102629053,https://y.qq.com/n/ryqq/songDetail/000ThqP30Wzpcy
BIGBANG (??),SOBER (清醒),1357.3万,102793934,https://y.qq.com/n/ryqq/songDetail/003U8Ej82yXufm
BIGBANG (??),FXXK IT,1357.3万,109714341,https://y.qq.com/n/ryqq/songDetail/003fosyZ0OhEUy
王以太,危险派对,22.4万,324803060,https://y.qq.com/n/ryqq/songDetail/004R7qfh1ALctJ
王以太,BIG TIME,22.4万,332063548,https://y.qq.com/n/ryqq/songDetail/0009rycf2Pp9Fa
王以太,目不转睛,22.4万,214745858,https://y.qq.com/n/ryqq/songDetail/001WMCQn0LpdQH
王以太,目不转睛 (Live),22.4万,216080561,https://y.qq.com/n/ryqq/songDetail/003FgG6Z4ZPsTe
王以太,有一颗星为我存在,22.4万,225578682,https://y.qq.com/n/ryqq/songDetail/002fWfE80VfkAI
王以太,阿司匹林 (Live),22.4万,326630942,https://y.qq.com/n/ryqq/songDetail/000umFZT1E7PHz
王以太,无畏 (Live),22.4万,320299916,https://y.qq.com/n/ryqq/songDetail/002z1zl22nLJ8z
王以太,童言无忌 (Live),22.4万,216985205,https://y.qq.com/n/ryqq/songDetail/001zx0Am1UYgPe
王以太,目不转睛 (Live),22.4万,217599949,https://y.qq.com/n/ryqq/songDetail/001IifIX2TIysp
王以太,四面楚歌,22.4万,237273776,https://y.qq.com/n/ryqq/songDetail/001gIAM52NsvSO
秦海清,不如,7.8万,310637306,https://y.qq.com/n/ryqq/songDetail/004UkzBC2TqjK4
秦海清,不如 (DJ抖音完整版),7.8万,323010915,https://y.qq.com/n/ryqq/songDetail/000P9X9033jAD5
秦海清,不如 (伴奏),7.8万,310637305,https://y.qq.com/n/ryqq/songDetail/001AOvGl0OLI1D
秦海清,不如 (DJ阿卓版&DJ小秋版),7.8万,318103958,https://y.qq.com/n/ryqq/songDetail/004XabFT2E4vcC
秦海清,善变,7.8万,307152354,https://y.qq.com/n/ryqq/songDetail/002UFw161vPNde
秦海清,不敢给你听的情歌,7.8万,290424827,https://y.qq.com/n/ryqq/songDetail/002qbAod46I87f
秦海清,三行情书,7.8万,305455542,https://y.qq.com/n/ryqq/songDetail/001Ww34x3cMNhC
秦海清,醒不来的梦 (乐队版),7.8万,305455088,https://y.qq.com/n/ryqq/songDetail/000o0KtE44mH6d
秦海清,沉默分离,7.8万,320312010,https://y.qq.com/n/ryqq/songDetail/001iByxX3YKs1J
秦海清,不如 (DJ沈念&DJ小帽版),7.8万,318790600,https://y.qq.com/n/ryqq/songDetail/004e6Ibw0WwEqQ
刘若英,后来,244.7万,4830150,https://y.qq.com/n/ryqq/songDetail/000XeLXA3X8CTH
刘若英,当爱在靠近,244.7万,4830211,https://y.qq.com/n/ryqq/songDetail/000SGl2m1jfQJX
刘若英,为爱痴狂,244.7万,1948018,https://y.qq.com/n/ryqq/songDetail/003FKXPn0vJr7C
刘若英,原来你也在这里,244.7万,136473,https://y.qq.com/n/ryqq/songDetail/001Mb1pe1MUjrg
刘若英,成全,244.7万,4931339,https://y.qq.com/n/ryqq/songDetail/004SYfOv2KgUqk
刘若英,后来,244.7万,261482231,https://y.qq.com/n/ryqq/songDetail/000mmx6T0EAxjO
刘若英,很爱很爱你,244.7万,4830124,https://y.qq.com/n/ryqq/songDetail/000WV4TP1AqItt
刘若英,分开旅行,244.7万,136471,https://y.qq.com/n/ryqq/songDetail/001oG2nR3Dx4Hs
刘若英,后来 (Live),244.7万,1889266,https://y.qq.com/n/ryqq/songDetail/001G5IgY2gHy1T
刘若英,一辈子的孤单,244.7万,103968846,https://y.qq.com/n/ryqq/songDetail/004VDzQb2pjVKR
The Kid LAROI,STAY (Explicit),13.9万,316391467,https://y.qq.com/n/ryqq/songDetail/0043EX2e2F6JCA
The Kid LAROI,STAY,13.9万,318932633,https://y.qq.com/n/ryqq/songDetail/0017J4Io2X59Qx
The Kid LAROI,Stay(feat. The Kid LAROI) (Explicit),13.9万,306046873,https://y.qq.com/n/ryqq/songDetail/003EOZWU4UQfGH
The Kid LAROI,Unstable,13.9万,300113889,https://y.qq.com/n/ryqq/songDetail/001PpGDc1rvJSz
The Kid LAROI,GO (Explicit),13.9万,268459559,https://y.qq.com/n/ryqq/songDetail/0006CnqQ3C1bLV
The Kid LAROI,NOT SOBER (Explicit),13.9万,317780158,https://y.qq.com/n/ryqq/songDetail/003xOkm235XxEd
The Kid LAROI,WITHOUT YOU (Explicit),13.9万,282907305,https://y.qq.com/n/ryqq/songDetail/001OtuEy22OOAi
The Kid LAROI,F*CK YOU, GOODBYE (Explicit),https://y.qq.com/n/ryqq/songDetail/000HpYxH2FLJzb,13.9万
The Kid LAROI,Diva (Explicit),13.9万,252865881,https://y.qq.com/n/ryqq/songDetail/0028hHf73ZilOr
The Kid LAROI,ATTENTION (Explicit),13.9万,318931535,https://y.qq.com/n/ryqq/songDetail/002hTAWp1MhtN4
赵雷,成都,253.8万,200790315,https://y.qq.com/n/ryqq/songDetail/003TLWoN0gQnP5
赵雷,鼓楼,253.8万,200549981,https://y.qq.com/n/ryqq/songDetail/001JWMPW4aZyhR
赵雷,南方姑娘,253.8万,2480942,https://y.qq.com/n/ryqq/songDetail/001O8Fq6090GIP
赵雷,我们的时光,253.8万,100641068,https://y.qq.com/n/ryqq/songDetail/003ITzMw2CRNZX
赵雷,画,253.8万,106707604,https://y.qq.com/n/ryqq/songDetail/003ThnHE0lOP3W
赵雷,理想,253.8万,100641069,https://y.qq.com/n/ryqq/songDetail/002YiXmX3PKZHE
赵雷,少年锦时,253.8万,100641066,https://y.qq.com/n/ryqq/songDetail/000vNzlL39BsNt
赵雷,阿刁,253.8万,200549980,https://y.qq.com/n/ryqq/songDetail/003fV3uf1b2Lba
赵雷,成都 (Live),253.8万,200576210,https://y.qq.com/n/ryqq/songDetail/000MCRpx0myGAL
赵雷,三十岁的女人,253.8万,100641070,https://y.qq.com/n/ryqq/songDetail/002i47OG1GAKRM
陈慧娴,千千阙歌,87.1万,130363,https://y.qq.com/n/ryqq/songDetail/000E8jPw26JFub
陈慧娴,傻女,87.1万,130453,https://y.qq.com/n/ryqq/songDetail/003brDHY0I5yrc
陈慧娴,情意结,87.1万,105828859,https://y.qq.com/n/ryqq/songDetail/002bPcqS35x2x6
陈慧娴,人生何处不相逢,87.1万,104482954,https://y.qq.com/n/ryqq/songDetail/003VpJoJ4Dw4Wp
陈慧娴,飘雪,87.1万,1319265,https://y.qq.com/n/ryqq/songDetail/001OPYkX03qrKo
陈慧娴,月半小夜曲 (Live),87.1万,423320,https://y.qq.com/n/ryqq/songDetail/002HRnuj4Byp5x
陈慧娴,孤单背影,87.1万,1319258,https://y.qq.com/n/ryqq/songDetail/003atdQR0pkXFx
陈慧娴,月亮,87.1万,1319259,https://y.qq.com/n/ryqq/songDetail/002xVTlI15cjDR
陈慧娴,夜机,87.1万,130366,https://y.qq.com/n/ryqq/songDetail/004DPtX817wgZd
陈慧娴,归来吧,87.1万,1319268,https://y.qq.com/n/ryqq/songDetail/004Vpw254KExBN
烟(许佳豪),偏爱和例外,12.5万,327322033,https://y.qq.com/n/ryqq/songDetail/004IL6nZ3AnUmq
烟(许佳豪),想你这件事,12.5万,312113879,https://y.qq.com/n/ryqq/songDetail/002zFB7i0AYmFG
烟(许佳豪),想你这件事 (正式版),12.5万,315282520,https://y.qq.com/n/ryqq/songDetail/0049J5n84Tv8oT
烟(许佳豪),观众 (正式版),12.5万,319345660,https://y.qq.com/n/ryqq/songDetail/002jTpr92VobqJ
烟(许佳豪),观众,12.5万,317020384,https://y.qq.com/n/ryqq/songDetail/002cOCfv4G7QLN
烟(许佳豪),隐疾,12.5万,317821052,https://y.qq.com/n/ryqq/songDetail/0024t5OO23RvGz
烟(许佳豪),65平方的爱情,12.5万,333634968,https://y.qq.com/n/ryqq/songDetail/000xOCz30B7hn1
烟(许佳豪),隐疾 (吉他版),12.5万,317135252,https://y.qq.com/n/ryqq/songDetail/000Sjvie1ugECD
烟(许佳豪),烟(许佳豪)创作的原声,12.5万,127630458,https://y.qq.com/n/ryqq/songDetail/0038AmGv3KIQbD
烟(许佳豪),烟(许佳豪)创作的原声,12.5万,127661961,https://y.qq.com/n/ryqq/songDetail/003A7fqs0J5osp
刘德华,一起走过的日子,444.7万,773782,https://y.qq.com/n/ryqq/songDetail/002eTq6539AsfN
刘德华,暗里着迷,444.7万,102209103,https://y.qq.com/n/ryqq/songDetail/002qXtuA0vLIWr
刘德华,17岁,444.7万,102300586,https://y.qq.com/n/ryqq/songDetail/000HWyhv4UJpLq
刘德华,来生缘,444.7万,4846307,https://y.qq.com/n/ryqq/songDetail/001UEyYD2nvp1U
刘德华,暗里着迷 (Radio Edit),444.7万,153424,https://y.qq.com/n/ryqq/songDetail/001wkSnm4f9LeT
刘德华,忘情水,444.7万,8151482,https://y.qq.com/n/ryqq/songDetail/001VNZ7u2BWZhs
刘德华,世界第一等,444.7万,7091650,https://y.qq.com/n/ryqq/songDetail/0045RzZ24AiYP4
刘德华,冰雨,444.7万,7091652,https://y.qq.com/n/ryqq/songDetail/0041Ce4o4UPUmu
刘德华,谢谢你的爱 (国语),444.7万,153828,https://y.qq.com/n/ryqq/songDetail/002dOuqi1jL6DW
刘德华,练习,444.7万,153541,https://y.qq.com/n/ryqq/songDetail/002Q4Jgw0dxWxt
Sia (希雅),Unstoppable,238.0万,105355378,https://y.qq.com/n/ryqq/songDetail/003cgvUi1axThX
Sia (希雅),Move Your Body (Alan Walker Remix),238.0万,108957328,https://y.qq.com/n/ryqq/songDetail/0044Hrfj24LHOn
Sia (希雅),Cheap Thrills,238.0万,105389011,https://y.qq.com/n/ryqq/songDetail/000Ye81T35vEQT
Sia (希雅),Dusk Till Dawn,238.0万,203787489,https://y.qq.com/n/ryqq/songDetail/002Jj3at1u52e0
Sia (希雅),Move Your Body,238.0万,105540738,https://y.qq.com/n/ryqq/songDetail/002fucxO4YRfYv
Sia (希雅),Flames,238.0万,213390987,https://y.qq.com/n/ryqq/songDetail/002HlJI72XCg2T
Sia (希雅),Chandelier,238.0万,297547114,https://y.qq.com/n/ryqq/songDetail/000EHinr45WYRr
Sia (希雅),The Greatest,238.0万,108433782,https://y.qq.com/n/ryqq/songDetail/002VuMSE346lJX
Sia (希雅),Titanium,238.0万,941317,https://y.qq.com/n/ryqq/songDetail/003bEFRG4dGgfo
Sia (希雅),Cheap Thrills,238.0万,107568769,https://y.qq.com/n/ryqq/songDetail/003jPC932NWUbo
庄心妍,再见只是陌生人,496.8万,104690200,https://y.qq.com/n/ryqq/songDetail/000ocSdp4SSl6P
庄心妍,走着走着就散了,496.8万,104772455,https://y.qq.com/n/ryqq/songDetail/004NIK6u00TtHx
庄心妍,以后的以后,496.8万,201729189,https://y.qq.com/n/ryqq/songDetail/001cP3t82HI31e
庄心妍,庄心妍热歌金曲串烧,496.8万,127393021,https://y.qq.com/n/ryqq/songDetail/000ZzcAN13B7tH
庄心妍,放过自己,496.8万,104915879,https://y.qq.com/n/ryqq/songDetail/002k0qa50C6eFn
庄心妍,爱囚,496.8万,4775804,https://y.qq.com/n/ryqq/songDetail/001pbXyo4J3wMH
庄心妍,好可惜,496.8万,8158135,https://y.qq.com/n/ryqq/songDetail/001tYweH1iGcZf
庄心妍,为情所伤,496.8万,4775802,https://y.qq.com/n/ryqq/songDetail/000WN0p44c6fvD
庄心妍,一万个舍不得,496.8万,4775795,https://y.qq.com/n/ryqq/songDetail/0016O4Oh1WQB2A
庄心妍,真的不容易,496.8万,2635653,https://y.qq.com/n/ryqq/songDetail/000fGfsH3CrdSF
杨宗纬,凉凉,224.9万,200380820,https://y.qq.com/n/ryqq/songDetail/001Nl0W80sBSwJ
杨宗纬,其实都没有,224.9万,4768118,https://y.qq.com/n/ryqq/songDetail/004DRMhq3IZGL1
杨宗纬,一次就好,224.9万,104783753,https://y.qq.com/n/ryqq/songDetail/0031MMo90FDbTl
杨宗纬,洋葱,224.9万,416764,https://y.qq.com/n/ryqq/songDetail/003if7SP4fhnJd
杨宗纬,我们好像在哪见过,224.9万,5046526,https://y.qq.com/n/ryqq/songDetail/001EOqht4Gkd6P
杨宗纬,红尘来去一场梦 (Live),224.9万,108724756,https://y.qq.com/n/ryqq/songDetail/001HAOSw0l1mgG
杨宗纬,空白格 (《一生一世》电影片尾曲),224.9万,106708125,https://y.qq.com/n/ryqq/songDetail/000Zbl1S04Xq3s
杨宗纬,凉凉 (Live),224.9万,201820468,https://y.qq.com/n/ryqq/songDetail/003GkpYz2gsSCu
杨宗纬,那个男人,224.9万,944319,https://y.qq.com/n/ryqq/songDetail/0045CTWC1iksOS
杨宗纬,这一路走来,224.9万,4788627,https://y.qq.com/n/ryqq/songDetail/004egnEi07dM8f
梁静茹,勇气,318.6万,4830164,https://y.qq.com/n/ryqq/songDetail/000LDr7E13dXy1
梁静茹,会呼吸的痛,318.6万,411228,https://y.qq.com/n/ryqq/songDetail/004K6Ne61a1VA8
梁静茹,暖暖,318.6万,169763,https://y.qq.com/n/ryqq/songDetail/003Sn9Rg4N3oNq
梁静茹,可惜不是你,318.6万,4830284,https://y.qq.com/n/ryqq/songDetail/004GWiOZ1ZfSzv
梁静茹,情歌,318.6万,462188,https://y.qq.com/n/ryqq/songDetail/0010BrWk2SucQr
梁静茹,宁夏,318.6万,4932559,https://y.qq.com/n/ryqq/songDetail/004NFs8H4V8meS
梁静茹,给未来的自己,318.6万,411231,https://y.qq.com/n/ryqq/songDetail/002x8dpU2QNXFP
梁静茹,分手快乐,318.6万,4931887,https://y.qq.com/n/ryqq/songDetail/002HNfrq29vPtT
梁静茹,慢冷,318.6万,232278146,https://y.qq.com/n/ryqq/songDetail/001zX06o4BBaJf
梁静茹,爱久见人心,318.6万,1799991,https://y.qq.com/n/ryqq/songDetail/001vAPdQ1hpq7n
